address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),review_count,sentiment_score,popularity_score,food_mentions,ambiance_mentions,authenticity_mentions,service_mentions,value_mentions,food_score,ambiance_score,authenticity_score,service_score,value_for_money_score
"70, Prem Chambers, Jyothi Nivas Collage Road, Koramangala 5th Block, Bangalore",Potato Bae,1,0,4.0,51,+91 9632599997,Koramangala 5th Block,Quick Bites,"['Almond Shake', 'Pizza Fries']",['Fast Food'],500.0,Delivery,9,0.9157777777777778,0.33146368123047215,19,3,5,9,3,0.7349247321428571,0.7668333333333334,0.6919299999999999,0.7598125,0.7668333333333334
"476, Opposite BDA Park, KHB Colony, Koramangala 5th Block, Bangalore",Bistro Oui,1,1,4.1,400,"+91 9535007412
+91 9972815434",Koramangala 5th Block,"Cafe, Bar","['Veg Burger', 'Pork Ribs', 'Pizza', 'Chicken Sandwich', 'Steak', 'Burgers', 'Mushroom Soup']","['Cafe', 'Continental', 'Salad', 'Steak']",1200.0,Delivery,15,0.90733,0.5153946903522892,41,15,4,8,6,0.7075005952380953,0.6857041666666667,0.7013125,0.63635,0.6113916666666667
"38/1, SLV building, 1 main, jaksandra, kateramma temple, kormangla 1 st block, Bangalore-560034",FreshBakes,1,0,3.7,0,+91 9986414954,Koramangala 1st Block,"Takeaway, Delivery",[],"['Bakery', 'Desserts']",350.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"Garvebhavipalya, Bommanahalli, Bangalore",Meal & Biryani,1,0,3.6,19,"080 42200365
+91 9036221559",Bommanahalli,Quick Bites,[],"['Andhra', 'South Indian']",450.0,Delivery,3,0.8914666666666666,0.22617658294099657,7,0,2,0,1,0.7260833333333333,0.5,0.852925,0.5,0.5
"17/1, SNVR Complex, Opposite Royal School, 24th Main, 18th Cross, JP Nagar, Bangalore",Grills & Rolls,1,0,2.5,321,080 26593949,JP Nagar,Quick Bites,"['Shawarma', 'Chicken Grill', 'Tandoori Chicken', 'Butter Chicken', 'Rolls', 'Chicken Tikka', 'Grape Juice']","['North Indian', 'Chinese', 'Fast Food', 'Rolls', 'Juices']",400.0,Delivery,1,0.81975,0.30276133432052066,1,0,1,0,0,0.60115,0.5,0.28925,0.5,0.5
"2nd cross, Behind Anjaneya Temple, Opposite Prestige PG, VP Road, Madiwala, BTM, Bangalore",Fitnest,1,0,3.2,16,+91 9033435979,BTM,Delivery,[],"['Healthy Food', 'North Indian']",350.0,Delivery,12,0.8125249999999999,0.19013908361376955,15,1,0,3,5,0.70299,0.7287,0.5,0.7726416666666667,0.8229
"64, 10th Main Road, 5th Block, Jayanagar, Bangalore",Go Native,1,1,4.3,1258,080 49653539,Jayanagar,"Casual Dining, Cafe","['Mushroom Soup', 'Salads', 'Halwa', 'Thali', 'Salad', 'Millet Pizza', 'Misal Pav']","['Healthy Food', 'Cafe', 'Beverages']",800.0,Delivery,91,0.9105675824175824,0.6437119659695858,196,119,56,81,15,0.739016947565543,0.7725633116883117,0.726149593495935,0.7459845238095238,0.8344363636363636
"14, Shanthiniketan Circle, Arakere, Off Bannerghatta Road, Bannerghatta Road, Bangalore",Mother's Rasoi,1,0,3.8,171,"+91 9008416337
+91 9741877160",Bannerghatta Road,Quick Bites,"['Buttermilk', 'Dal Makhani', 'Boondi Raita', 'Baingan Bharta', 'Aloo Paratha', 'Roti', 'Thali']","['North Indian', 'Chinese', 'Momos']",250.0,Delivery,1,0.98305,0.4102245293945416,3,0,0,1,0,0.91125,0.5,0.5,0.91125,0.5
"50, 1, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Sonar Bangala,1,0,3.8,76,080 43729350,Koramangala 5th Block,Quick Bites,"['Kosha Mangsho', 'Daab Chingri', 'Fish Curry', 'Dum Biryani']","['Bengali', 'North Indian']",500.0,Delivery,11,0.7538636363636364,0.3461753175235051,26,6,3,13,1,0.5989242424242425,0.7422916666666667,0.7701666666666667,0.737453125,0.61315
"80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Cochin Connection,1,0,3.6,41,+91 8884449569,Koramangala 6th Block,Food Court,[],"['Kerala', 'South Indian']",500.0,Delivery,1,0.9037,0.2821925543509272,1,0,0,0,0,0.9037,0.5,0.5,0.5,0.5
"66, Kormangala Industrial Layout, Koramangala 5th Block, Bangalore",Krem,1,0,4.1,61,080 49653345,Koramangala 5th Block,Dessert Parlor,"['Churros', 'Baklava Ice Cream', 'Cheesecake', 'Chocolate Peanut Butter', 'Cheese Roll', 'Chocolate Sundae']","['Desserts', 'Ice Cream', 'Beverages', 'Sandwich']",450.0,Delivery,8,0.9549062500000001,0.3548743471608275,19,6,1,4,0,0.6327447916666666,0.66375625,0.5,0.6674125,0.5
"450, 17th Cross, Sector 4, HSR Layout, HSR, Bangalore",Samaikya,1,1,3.9,533,"+91 8861730009
080 25726616",HSR,Casual Dining,"['Andhra Thali', 'Mutton Biryani', 'Mutton Fry', 'Lassi', 'Chicken Curry', 'Ragi Mudde', 'Ulavacharu']","['Andhra', 'Seafood', 'Biryani']",900.0,Delivery,8,0.89144375,0.5136813091817639,23,9,5,13,0,0.6448071875,0.6954666666666667,0.63450625,0.657875,0.5
"5th A Cross, Lakshmi Complex, Manjunatha Colony, Near RV Dental College, 2nd phase, JP Nagar, Bangalore",Aniram's,1,0,4.1,739,"+91 8867760111
+91 8867760222",JP Nagar,Delivery,"['Chilli Chicken', 'Butter Chicken', 'Kadhai Paneer', 'Hyderabadi Chicken Biryani', 'Jeera Rice', 'Ghee Rice', 'Chicken Masala']","['Chinese', 'North Indian']",500.0,Delivery,1,0.81845,0.5680771336747824,1,0,0,0,0,0.81845,0.5,0.5,0.5,0.5
"312, 15th cross, 5th Phase, JP Nagar, Bangalore",Alif Restaurant,1,0,3.6,27,+91 8667307119,JP Nagar,Casual Dining,[],"['North Indian', 'Chinese']",600.0,Delivery,1,0.88565,0.2515801016083094,2,0,0,1,0,0.7202,0.5,0.5,0.60115,0.5
"1, 4th Cross, Venkateshwara Layout, S.G Palya, D.R.C. Post, BTM, Bangalore",Ross Kitchen,1,0,3.6,22,+91 9620625269,BTM,Delivery,[],['Chinese'],400.0,Delivery,1,0.11120000000000002,0.23672855343270818,2,0,0,0,0,0.13285000000000002,0.5,0.5,0.5,0.5
"MICO Layout, Arakere, Opposite Vijaya Bank, Bannerghatta Road, Bangalore",Garma Garam,1,0,3.2,144,"+91 9986834292
+91 8660426565",Bannerghatta Road,Quick Bites,"['Chicken Biryani', 'Butter Chicken']","['North Indian', 'Chinese', 'Biryani', 'Rolls']",350.0,Delivery,25,0.494344,0.3339923536498768,19,1,1,0,5,0.4758366666666667,0.6591,0.96225,0.5,0.59367
"1304, 1st Floor, 9th Cross, 20th Main, 2nd Phase, JP Nagar, Bangalore",Crafted Plate,1,1,4.2,239,"080 43023198
+91 8050088287",JP Nagar,"Casual Dining, Cafe","['Burgers', 'Egg Salad', 'Pasta', 'Pancakes', 'Lasagne', 'Pizza', 'Lime Soda']","['Cafe', 'Asian', 'Burger', 'Continental', 'Italian', 'Salad']",600.0,Delivery,22,0.8491931818181817,0.4827503759656876,56,19,5,36,5,0.6566510389610389,0.7584134615384616,0.79691,0.7424964912280702,0.80095
"15/1, Opposite Shopper's Stop, Bannerghatta Road, Bangalore",Punjabi Times,1,1,4.1,1027,080 49652597,Bannerghatta Road,Casual Dining,"['Chicken Tikka', 'Kheer', 'Butter Chicken', 'Dal Makhani', 'Makke Ki Roti', 'Lassi', 'Paratha']",['North Indian'],1000.0,Delivery,35,0.9225257142857144,0.5963423600322671,65,23,13,50,12,0.7810397135416667,0.7021183333333333,0.7893625,0.8225333333333333,0.8107800000000001
"3rd Floor, Aruna Music Building, Jakkasandra Extension, Koramangala 1st Block, Bangalore",Zangos Grill,1,0,4.0,188,+91 7204067766,Koramangala 1st Block,Delivery,"['Burgers', 'Pita Bread', 'Chicken Grill', 'French Fries', 'Peri Peri Chicken']","['BBQ', 'Fast Food']",300.0,Delivery,2,0.923075,0.4397219927284784,3,0,0,1,0,0.880375,0.5,0.5,0.6806,0.5
"4, 4th Cross, 4th Main, Near Balaji Theatre, Opposite Royal Residency Apartment, BTM, Bangalore",Friends Chats Adda,0,0,3.6,0,+91 7353367191,BTM,Quick Bites,[],"['Fast Food', 'Sandwich', 'Beverages']",200.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"Besdies Kerala Salafi Masjid, BTM Layout Stage 1, 9 C Main, BTM, Bangalore",Amjad Bhai's Star Hotel - Home Food Only,0,0,3.6,0,+91 9945367360,BTM,Quick Bites,[],"['North Indian', 'South Indian']",300.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"32/9, Near Mahadeshwara Layout Bus Stop, 16th Main, 15th Cross, 2nd Stage, BTM, Bangalore",Taste Of Kolkata,1,0,3.1,59,"+91 7899434701
+91 7899434702",BTM,Quick Bites,[],"['Bengali', 'Chinese', 'Rolls']",400.0,Delivery,1,0.9625,0.2661878457887652,2,0,1,0,0,0.6321833333333333,0.5,0.89655,0.5,0.5
"24, Shop 1, Ground Floor, 3rd Cross, 18th Main Road, 2nd Stage, BTM, Bangalore",AlienSip,1,0,3.6,11,"+91 9916641504
+91 9886839331",BTM,Beverage Shop,[],['Juices'],200.0,Delivery,1,0.99615,0.18760945360102133,4,1,1,1,1,0.6972,0.9478500000000001,0.635325,0.9478500000000001,0.9478500000000001
"Tilak Nagar, Opposite Swagath Garuda Mall, Jayanagar, Bangalore",Fanoos Xprss,1,0,3.7,54,+91 8792868972,Jayanagar,Quick Bites,[],"['Arabian', 'Rolls', 'North Indian', 'BBQ']",400.0,Delivery,31,0.589566129032258,0.31095626878294375,42,1,9,17,11,0.682535294117647,0.26165,0.80225,0.6968825000000001,0.5482428571428571
"751, 80 Feet Road, Opposite SBI Bank, Koramangala 4th Block, Bangalore",Pasta Street,1,1,4.5,245,"080 43744445
080 43744446",Koramangala 4th Block,Casual Dining,"['Pasta', 'Wine', 'Pizza', 'Lasagne', 'Cheesecake', 'Spinach Ravioli', 'Cocktails']","['Italian', 'Pizza', 'Salad']",1300.0,Delivery,68,0.9416007352941176,0.5195628985885947,138,64,18,117,12,0.7040169883040936,0.794141875,0.6814333333333333,0.6907775297619048,0.77173125
"56, 3rd Cross Road, R.K Colony, Marenahalli, 2nd Phase, JP Nagar, Bangalore",Gujrati Mess,1,0,3.6,18,+91 9986824557,JP Nagar,Mess,[],['Gujarati'],200.0,Delivery,4,0.8666375000000001,0.22230395982484624,9,0,0,1,0,0.687440625,0.5,0.5,0.6698500000000001,0.5
"770, 80 Feet Road, Koramangala 4th Block, Bangalore",Helloo Delhi,1,1,4.1,221,080 49653090,Koramangala 4th Block,Casual Dining,"['Rasmalai', 'Murgh Lababdar', 'Kadai Paneer', 'Dal Makhani', 'Fish', 'Jal-jeera', 'Lassi']",['North Indian'],1000.0,Delivery,3,0.9588666666666668,0.4645527453043055,7,5,0,0,0,0.9160250000000001,0.732475,0.5,0.5,0.5
"633, 100 Feet Ring Road, Dollar Layout, 3rd Phase, JP Nagar, Bangalore",Sambram Biriyani Paradise,1,0,3.6,97,+91 9448248510,JP Nagar,Casual Dining,[],"['Biryani', 'North Indian', 'Chinese']",600.0,Delivery,1,0.9711000000000001,0.3461632023582153,2,2,1,1,0,0.692925,0.623175,0.88585,0.5,0.5
"89, 17th Cross, 14th Main, Sector 4, HSR, Bangalore",Sufra Restaurant,1,1,3.7,111,"+91 8049713233
+91 9111113936",HSR,Casual Dining,"['Butter Chicken', 'Tikka', 'Chicken Biryani', 'Naan', 'Dal Tadka']","['North Indian', 'Chinese']",800.0,Delivery,1,0.07769999999999999,0.3661404568707797,2,0,0,1,0,0.619175,0.5,0.5,0.5,0.5
"2, 4th Floor, 24th Main, 1st Phase, JP Nagar, Bengaluru",WOW Laddus,1,0,3.7,0,"+91 7358073371
+91 7666959081",JP Nagar,Delivery,[],['Mithai'],800.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"72, 2nd Floor, Next to Max & Crossword, 3rd Phase, Inner Ring Road, JP Nagar, Bangalore",Mad Over Biryani,1,0,3.3,9,"080 49577007
+91 9945524705",JP Nagar,"Takeaway, Delivery",[],"['North Indian', 'Biryani']",600.0,Delivery,2,0.85665,0.15935722854473466,3,0,0,0,1,0.48913125,0.5,0.5,0.5,0.39885
"233, 4th Floor, 40th cross, 9th Main Road, 5th Block, Jayanagar, Bangalore",LIT Gastro Pub,1,1,3.8,202,+91 9739380630,Jayanagar,Pub,"['Mocktails', 'Cocktails', 'Beer', 'Peri Peri Fries', 'Hot Wings', 'Pasta', 'Chilli Chicken']","['Chinese', 'Continental', 'Burger', 'Pizza']",1000.0,Delivery,30,0.7636616666666667,0.42343074521917007,42,49,11,52,7,0.6891090579710145,0.7675941666666667,0.705459090909091,0.657815,0.56637
"8, Hosur Main Road, BTM, Bangalore",Arabian Bites,1,0,3.4,24,"+91 7619499482
+91 7619499420",BTM,Quick Bites,[],"['North Indian', 'Chinese']",300.0,Delivery,10,0.55793,0.22952250743722605,6,1,1,2,4,0.4587,0.8592,0.19424999999999998,0.5,0.5728666666666666
"122A, 2nd Cross Road, Koramangala 5th Block, Bangalore",Chai Street,1,0,3.2,5,+91 7829321000,Koramangala 5th Block,Beverage Shop,[],['Beverages'],150.0,Delivery,1,0.62405,0.12024632887249197,1,0,0,0,0,0.21405000000000002,0.5,0.5,0.5,0.5
"Hose 17, 19 cross, 7th main 2nd Stage, BTM, Bangalore",Appana Restaurant,1,0,3.5,11,+91 9591264628,BTM,Quick Bites,[],['North Indian'],300.0,Delivery,3,0.9336666666666666,0.18239807988988183,8,0,0,2,2,0.731275,0.5,0.5,0.74695,0.713875
"72, 2nd Floor, Next to Max & Crossword, 3rd Phase, Inner Ring Road, JP Nagar, Bangalore",Oye Amritsar,1,1,3.8,759,"080 49577007
+91 9945524705",JP Nagar,Casual Dining,"['Lassi', 'Raita', 'Panneer Butter Masala', 'Dal Makhani', 'Jalebi', 'Biryani', 'Paneer Tikka']",['North Indian'],600.0,Delivery,52,0.7262201923076923,0.5286358139622723,117,20,10,58,9,0.570896568627451,0.6683425000000001,0.6712025,0.4909742857142857,0.2990666666666667
"51, 5th Main, 60 Feet Road, BNG Homestay Building, Jai Bheema Nagar, 1st Stage, BTM, Bangalore",Bisimillah Biriyani,0,0,3.5,11,"+91 8050077699
+91 9731841212",BTM,Quick Bites,[],"['Biryani', 'Fast Food']",300.0,Delivery,4,0.9343,0.18239807988988183,9,3,1,6,3,0.77783,0.75185,0.81245,0.79285,0.8619666666666668
"Hongasandra, 1st Main Road, Bommanahalli, Bangalore",Pizza Palace,1,0,3.2,0,"+91 8553388664
+91 9880447764",Bommanahalli,Quick Bites,[],"['Pizza', 'Fast Food']",300.0,Delivery,1,0.18755,0.0,1,0,0,0,0,0.18755,0.5,0.5,0.5,0.5
"530/A, Sai Ram Plaza, 19th Main Road, Sector - 3, HSR, Bengaluru",Feastaurant,1,0,3.7,27,+91 9686847427,HSR,Casual Dining,[],"['Bengali', 'Chinese']",800.0,Delivery,1,0.3194,0.25856843776409577,2,0,1,0,0,0.5,0.5,0.5,0.5,0.5
"No ? 51 , 11th Main Road, Jayanagar 4 th Block, Bangalore",The Yellow Chilli,1,1,3.8,584,080 41712345,Jayanagar,Casual Dining,"['Spring Roll', 'Tomato Soup', 'Mocktails', 'Sweet Corn Soup', 'Gulab Jamun', 'Roti', 'Paneer Tikka']","['North Indian', 'Mughlai', 'Biryani']",1200.0,Delivery,2,0.36895,0.5077793639777614,4,0,0,1,0,0.4910125,0.5,0.5,0.21405000000000002,0.5
"663/52, 34th Cross, 11th Main, 4th Block, Jayanagar, Bangalore",Khan Saheb Grills and Rolls,1,0,3.9,135,"+91 9535414444
+91 9535424444",Jayanagar,Quick Bites,"['Rolls', 'Biryani', 'Mutton Seekh', 'Egg Roll', 'Chicken Tikka', 'Chicken Roll']","['Fast Food', 'Rolls']",350.0,Delivery,3,0.9618166666666668,0.40181209241755217,4,5,1,3,1,0.8546583333333333,0.71775,0.689225,0.623475,0.74695
"998, 1st Main, Koramangala 1st Block, Bangalore",Cafe Thulp,1,0,4.1,3001,"080 40933344
080 40933355",Koramangala 1st Block,Cafe,"['Burgers', 'Fries', 'Pasta', 'Pork Chops', 'Chocolate Milkshake', 'Sandwiches', 'Waffles']","['Cafe', 'Burger', 'Italian', 'Salad']",1000.0,Delivery,16,0.819921875,0.6884900520971604,29,9,1,10,8,0.6591308888888889,0.5786,0.821925,0.6584892857142857,0.6436291666666667
"5, Krishna Nagar, Next To Royal Endfield Showroom, Hosur Road, BTM, Bangalore",Grillopia,1,0,3.9,88,"+91 7042445999
+91 7042067999",BTM,Quick Bites,"['Burgers', 'Fries', 'Wood Fire Pizza']","['Italian', 'American', 'Fast Food', 'Wraps', 'Rolls', 'Salad']",1000.0,Delivery,5,0.82652,0.36713109586841425,8,7,0,4,2,0.69445,0.6158666666666667,0.5,0.6868666666666666,0.89365
"Shop 420, 7th Cross, BTM 2nd Stage, BTM, Banglore",The Food Cottage,1,0,3.7,48,080 49653254,BTM,Quick Bites,[],"['Hyderabadi', 'North Indian']",350.0,Delivery,2,0.66115,0.30199283731482374,5,1,0,1,1,0.5090125,0.60155,0.5,0.5,0.61315
"501, 6th Cross, Koramangala 6th Block, Bangalore",The Smoke Co.,1,1,4.3,516,"+91 8046218500
+91 8296394454",Koramangala 6th Block,Casual Dining,"['Mysore Pak', 'Cocktails', 'Burgers', 'Pork Ribs', 'Fish', 'Mocktails', 'Beer']","['American', 'European']",2500.0,Delivery,52,0.9662490384615383,0.5634489788812513,102,52,3,40,9,0.7882710658914729,0.8217741071428573,0.6361083333333333,0.8670975694444445,0.8415291666666667
"85/6, 15th Cross, 19th Main, Sector 1, HSR, Bangalore",Rashtrakutas,1,1,3.9,402,"+91 8884459955
+91 8884495599",HSR,Casual Dining,"['Gulkand Ice Cream', 'Thali', 'Corn Paratha', 'Donne Biryani', 'Ceylon Paratha', 'Buttermilk', 'Mutton Chops']","['South Indian', 'Biryani', 'North Indian']",800.0,Delivery,8,0.59375625,0.49066040833332447,13,10,2,3,0,0.6955309523809523,0.722175,0.6188166666666667,0.6103333333333334,0.5
Delivery Only,Hunger Hitman,1,0,3.8,257,+91 9742458090,Koramangala,Delivery,"['Halwa', 'Chicken Biryani', 'Butter Chicken', 'Kheer', 'Brownie Chocolate', 'Chilli Chicken', 'Raita']","['North Indian', 'Chinese']",300.0,Delivery,435,0.6943706896551725,0.4425376739561937,543,10,65,98,81,0.6611865887850468,0.56833,0.6705976923076923,0.6502044871794872,0.684553076923077
"Ground Floor, 21, Krishnama Raju Layout, Near Oracle Dorasani Palya, JP Nagar, Bangalore",More Pizza,1,0,3.8,46,"+91 9611111141
080 42229996",JP Nagar,Quick Bites,"['Pizza', 'Garlic Bread', 'Chicken Lasagne']",['Pizza'],450.0,Delivery,2,0.97105,0.3068337411774693,2,1,0,1,2,0.811125,0.8453999999999999,0.5,0.74695,0.811125
"772, Ground Floor, Peripheral Road, 80 Feet Road, Koramangala 4th Block, Bangalore",Snow'ora,1,1,4.3,342,"+91 8770233899
+91 9739700066",Koramangala 4th Block,Quick Bites,"['Bingsu', 'Mocktails', 'Custard', 'Chocolate Oreo', 'Sandwiches', 'Brownie', 'Korean Ice Cream']","['Desserts', 'Ice Cream', 'Beverages']",450.0,Delivery,34,0.9063838235294117,0.5264469731569225,63,10,12,25,14,0.753828125,0.705371875,0.753628125,0.7592766666666666,0.8043785714285714
"993, 1st Floor, 4th Main, 1st Block, Royal Shelters, Stage 4, Bilekahalli, Kodichikkanahali",Spurthi Foods,1,0,3.7,70,+91 9886066396,BTM,"Takeaway, Delivery",[],['Andhra'],300.0,Delivery,95,0.6133936842105263,0.33077035732031607,79,0,8,1,6,0.6597521604938272,0.5,0.7000708333333333,0.5,0.7278583333333334
"1743, Raghavendra Plaza , 2nd Phase, (Near Diwakars Hospital), JP Nagar, Bangalore",Zhang's - Chinese Restaurant,1,0,4.1,588,"080 26595988
080 26596420",JP Nagar,Casual Dining,"['Momos', 'Chilli Mushroom', 'Chop Suey', 'Sweet Corn Soup', 'Clear Soup', 'Hakka Noodles', 'Honey Chilli Potatoes']","['Chinese', 'Momos']",700.0,Delivery,8,0.9453875,0.5484531436725084,15,9,3,13,0,0.6680178571428572,0.7066,0.6874,0.72255,0.5
"12/11, Opposite SBM Bank, 20th Main, 100 Feet Road, BTM, Bangalore",New Friends,1,0,3.8,273,"080 26784129
080 26912010",BTM,Casual Dining,"['Fritters', 'Lasagne', 'Biryani', 'Fish', 'Pasta', 'Draught Beer', 'Hot Pot']","['North Indian', 'Continental', 'Chinese', 'Steak']",900.0,Delivery,267,0.8280131086142323,0.4473327453281248,407,276,34,197,120,0.6820609111111111,0.7145239130434783,0.659297794117647,0.6539897135416667,0.6355719618055555
"401, Furnome Piccaso, Near SilkBoard Junction, HSR, Bangalore",Big Fat Brownie,1,0,3.4,0,"+91 9158887768
+91 9766078279",HSR,"Takeaway, Delivery",[],"['Bakery', 'Sandwich']",400.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"2nd Cross, Koramangala 5th Block, Bangalore",Sky Juice Corner,1,0,4.1,0,+91 9972020315,Koramangala 5th Block,Beverage Shop,[],['Juices'],100.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"157, Sai Krupa, 1St Cross A Main, Btm Layout, 1St Stage BTM, Bangalore",Al-Marhaba Restaurant,1,0,3.6,0,+91 9739607369,BTM,Quick Bites,[],"['Arabian', 'Chinese', 'North Indian', 'Rolls', 'Momos']",400.0,Delivery,0,0.5,0.0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5
"479, KHB Colony, Near Jyothi Nivas College, 5th Block, Koramangala 5th Block, Bangalore",Lazeez,1,0,3.2,908,"080 41460578
080 41104271",Koramangala 5th Block,Casual Dining,"['Biryani', 'Rolls', 'Firni', 'Chicken Roll', 'Mutton Pasanda', 'Mutton Rezala', 'Phirni']","['North Indian', 'Mughlai', 'Biryani']",600.0,Delivery,9,0.7943277777777777,0.4571816154208977,12,3,1,3,0,0.6284541666666666,0.5284375,0.2908,0.6854166666666667,0.5
"158, Near Sai Baba Temple Road, 1st Main, Koramangala 7th Block, Bangalore",Aalishan Restaurant & Caterer,1,0,3.5,888,080 42005111,Koramangala 7th Block,Casual Dining,"['Rolls', 'Tandoori Murgh Masala', 'Legendary Arsalan', 'Firni', 'Phirni', 'Mutton Biryani', 'Chicken Roll']","['North Indian', 'Mughlai']",650.0,Delivery,3,0.94055,0.49840934593216757,10,1,4,2,2,0.602275,0.7602,0.569275,0.7602,0.74625
"1131, 17th Cross, 7th Sector, Near Vasan Eye Clinic, HSR, Bangalore",Reddy's Paradise,1,0,3.1,46,+91 9071797093,HSR,Casual Dining,[],['Andhra'],700.0,Delivery,1,0.55225,0.250311736223725,1,0,0,1,0,0.6366,0.5,0.5,0.23720000000000002,0.5
"159, 2nd Cross Road, Koramangala 7th Block, Bangalore",Hotel Food Lands,1,0,3.8,57,"+91 9743093351
080 43007131",Koramangala 7th Block,Casual Dining,"['Sea Food', 'Biryani', 'Anjal Tava Fry']","['Seafood', 'Mangalorean']",700.0,Delivery,66,0.8197553030303031,0.32359302776093607,119,11,29,33,15,0.7314446327683616,0.8040363636363637,0.6975285714285715,0.8209369565217391,0.8615423076923077
"2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block",Toscano,1,1,4.5,710,"080 22067757
+91 7619320075",Koramangala 7th Block,Casual Dining,"['Pizza', 'Pasta', 'Cocktails', 'Spinach Ravioli', 'Tiramisu', 'Panna Cotta', 'Wine']","['Italian', 'Salad']",1500.0,Delivery,77,0.9413012987012987,0.6197264123771925,173,92,20,118,22,0.7312989726027397,0.7391726388888888,0.8152649999999999,0.787991912568306,0.7077088235294118
"77/2 BDA Road, Opposite RR Layout, BTM 6th Stage, BTM, Bangalore",Mughlai Kitchen,1,0,3.5,270,"+91 9663197947
+91 9986692090",BTM,,"['Momos', 'Oreo Shake']","['Mughlai', 'North Indian', 'Chinese', 'Momos']",600.0,Delivery,2,0.833,0.4112088944389933,4,0,0,0,2,0.7506625,0.5,0.5,0.5,0.729275
"124, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",Peace Restaurant,1,0,3.8,658,"080 25500278
+91 7760574774",Koramangala 5th Block,Casual Dining,"['Momos', 'Thukpa', 'Dumplings', 'Crispy Chilli Potatoes', 'Beef Shaptak Dry', 'Chicken Momo', 'Fruit Beer']","['Chinese', 'Tibetan']",500.0,Delivery,9,0.7649055555555555,0.5172718532025853,12,1,3,6,1,0.6418744791666666,0.5,0.59515,0.63949,0.5
"122B, 1st A Cross Road, near to McDonald?s,2 nd floor KHB colony, Koramangala 5th Block, Bangalore",YORK St.,1,0,4.4,939,+91 7624945998,Koramangala 5th Block,Cafe,"['Beef Steak', 'Custard', 'Burgers', 'Beef Stroganoff', 'Salad', 'Sandwich', 'Sandwiches']","['Cafe', 'European', 'Continental']",900.0,Delivery,31,0.9144596774193549,0.6317192198117382,60,45,7,50,16,0.6309985008818342,0.7420349358974359,0.8173416666666666,0.672778947368421,0.7228275
"10, Near Post Office, 16th Main Rd, Mahadeshwara Nagar, 2nd Stage, BTM, Bangalore",Tongue Twisters,1,0,3.5,283,+91 9902629650,BTM,Quick Bites,"['Veg Thali', 'Fish Thali']","['Bengali', 'North Indian', 'Oriya']",350.0,Delivery,3,0.9055333333333333,0.4146481939174324,6,0,2,0,3,0.7007666666666666,0.5,0.8372999999999999,0.5,0.77815
